cems_facility_id,year,co2_cems_metric,gross_load_mwh,heat_input_mmbtu,n_units
10,2018,695413.735757295,1260348.5,12728035.625,11
10,2019,1018877.40673308,1878999.5,18820245.724999998,11
10,2020,632266.71525612,1149777.75,11641749.925,11
10,2021,459884.3178549,814247.0,8383213.175,11
10,2022,741419.485704435,1325588.0,13512931.725,11
10,2023,796394.80507875,1486496.0,14636558.774999999,11
10,2024,870997.45385295,1584186.25,15960788.0,11
26,2011,10828403.582229495,11941256.0,116338029.6,5
26,2012,8134214.042736375,8757199.0,87392339.625,5
26,2013,6743744.785919625,7566017.75,72453475.15,5
26,2014,6925114.064559375,6960930.5,74402022.32499999,5
26,2015,6875780.391715126,7134095.5,74433059.325,5
26,2016,4519356.830869125,4695306.5,50592959.1,5
26,2017,4828188.1430340605,5347905.5,58507463.275,5
26,2018,5143841.622476745,6603426.5,69993107.65,5
26,2019,4793563.160453745,6170260.75,64010342.550000004,5
26,2020,3476658.32907387,4158876.75,44005747.7,5
26,2021,4107337.7853731853,4739364.5,49997605.675000004,5
26,2022,3468573.85922787,4435001.0,47048062.325,5
26,2023,2972945.94616374,3724241.0,39268998.175,5
26,2024,2850542.69099175,3599419.25,37456169.95,5
47,2011,4716132.435924031,5194436.74,50572718.373,13
47,2012,3373006.167825225,3686968.83,36045793.196,13
47,2013,3345793.49632323,3516088.2800000003,35605644.999,13
47,2014,3558922.09529886,3908417.67,37914930.244,13
47,2015,3163734.083045025,2972052.21,33654843.275,13
47,2016,875764.909701465,817094.87,9328660.518,13
47,2017,13236.736335,16387.0,234498.2,8
47,2018,54121.659196500004,69633.0,1005815.5,8
47,2019,2859.9914310000004,3452.0,47973.9,8
47,2020,2997.4299585,3731.0,53425.0,8
